Unnamed: 0,term,pos,definition,domain,plural,plurality_of_term,obsolete,archaic,abbreviation,abbreviation_for_term,slang,misspelling,misspelling_for_term,initialism,initialism_for_term,vulgar,synonym,synonym_for_term,attribute,property,process,matter,role,measure,units,body,main_noun_nltk,main_noun_maria,field,disease
76107,cryptosporidiosis,Noun,"A disease affecting the intestines of mammals that is caused by cryptosporidium, a protozoan parasite.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
78740,curly top,Noun,"A disease of beets, gourds, and other plants, caused by the virus Beet curly top virus, which results in stunted or misshapen growth and curled or puckered leaves. 1997 June 18, Karen Freeman, ""Katherine Esau Is Dead at 99: A World Authority on Botany,"" New York Times (retrieved 19 May 2014): She soon joined the Spreckels Company near Salinas, Calif., where she worked on a sugar beet that would be resistant to the curly top virus. 2014 April 28, Patty Cafferata, ""History: Leafhoppers trounced sugar beet investors,"" Reno Gazette Journal (retrieved 19 May 2014): [T]he local pigweed hosted microscopic leafhoppers that jumped from the surrounding weeds to the beet fields. The insects spread a virus commonly referred to as ""curly top.""",agriculture,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
80477,cyanopathy,Noun,"A disease in which the surface of the body turns blue, usually arising from a malformation of the heart, which causes an imperfect arterialization of the blood.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
82635,cynanche,Noun,"Any disease of the tonsils, throat, or windpipe, attended with inflammation, swelling, and difficulty in breathing and swallowing.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
83029,cystopathy,Noun,Any disease of the urinary bladder,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
83457,cytopathy,Noun,"The disease or deterioration of a cell, or of the structures contained within a cell.","microbiology, pathology",False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1240,Barlow's disease,Noun,The disease scurvy in infants.,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1484,Bayoud disease,Noun,"A disease of date palms, caused by the fungus Fusarium oxysporum.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
2436,Bloom's syndrome,Noun,"A rare genetic disease characterized by stunted growth, predisposition to the development of cancer, and genomic instability.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
2874,Bornholm disease,Noun,"An infectious viral disease characterised by fever and chest pain. 2011, Norman Davies, Vanished Kingdoms, Penguin 2012, p. 88: In medical circles, the name of Bornholm is linked incongruously to a viral infection called epidemic pleurodynia, otherwise known as the Devil's Grip, the Grasp of the Phantom or, more prosaically, Bornholm disease.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1797,kedani,Noun,"A disease for which this mite is the vector; tsutsugamushi. 1901, Ludvig Hektoen David Riesman, An American Text-book of Pathology, page 243:The recent studies on the kedani disease of Japan are extremely interesting as examples of proteus infection through the wounds inflicted by an insect, a specific mite (kedani) closely allied to the harvest-mite (Leptus autumnalis). 1915, The Philippine Journal of Science - Volume 10, Part 2, page 345:These facts, together with the occurrence of a rash, show that the disease possesses many of the features which characterize kedani or tsutsugamushi fever of Japan. 1960, Pavel Feliksovich Zdrodovski Elena Mikhalovna Golinevich, The rickettsial diseases, page 354:Formerly this disease was called Japanese river fever, kedani disease, or scrub typhus fever. Tsutsugamushi fever is endemic over a wide area of South-East Asia and the south eastern part of the Pacific Ocean;",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
2730,keratocytosis,Noun,Any disease associated with keratocytes,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
8764,koa wilt,Noun,"A disease of the koa tree caused by Fusarium oxysporum fungi, which clog the xylem and cause wilting.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
9173,konzo,Noun,"An epidemic paralytic disease associated with excessive consumption of cassava, which contains cyanide.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
9808,kubisagari,Noun,"A chronic endemic disease of Japan, characterized by dimness of vision, diplopia, ptosis, and paralysis of certain muscles.",dated,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
148,CAMFAK syndrome,Noun,"A rare inherited neurological disease, characterized by peripheral and central demyelination of nerves.",pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
2110,Carrion's disease,Noun,A disease resulting from Bartonella bacilliformis infection.,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
2859,Cheadle's disease,Noun,"The disease scurvy, especially in infants.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
2860,Cheadle-Möller-Barlow syndrome,Noun,The disease scurvy especially in infants.,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
3131,China syndrome,Noun,"A rare disease, first characterized in the early 1990s, which resembles poliomyelitis but which has somewhat different characteristics and occurs in persons vaccinated for poliomyelitis. 2006, Pan American Health Organization, chapter I, in Poliomyelitis Eradication: Field Guide[2], ISBN, page 49:Unlike poliomyelitis, paralysis in China syndrome is symmetrical. In addition, cases are seasonal.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
4830,Creutzfeldt-Jakob disease,Noun,"A rare, progressive, fatal disease of the nervous system, characterized by dementia and loss of muscle control. It is a prion disease, apparently transmissible from animals to humans by eating infected tissue, as well as from tissue interchanges among humans (e.g. corneal transplants, blood transfusions).","medicine, neurology",False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
4832,Crigler-Najjar syndrome,Noun,A rare hereditary disease characterized by a near complete inability of the liver to process bilirubin which leads to death by kernicterus if untreated.,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
831,Takayasu's arteritis,Noun,"An inflammatory disease of unknown cause, affecting the aorta and most common in young Asian women.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1100,Taura syndrome,Noun,"A viral disease of shrimp, caused by Aparavirus.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1408,Texas fever,Noun,a tick-borne disease of cattle,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
2874,Turner syndrome,Noun,"A particular disease, caused usually by monosomy of a sex chromosome, and causing sterility and other problems.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
952,Vogt-Koyanagi-Harada disease,Noun,A disease characterized by bilateral diffuse uveitis.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1502,Aarskog-Scott syndrome,Noun,"An inherited disease characterized by short stature, facial abnormalities, and skeletal and genital anomalies.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
2748,Aleutian disease,Noun,"A highly contagious parvoviral disease of mustelids, causing spontaneous abortion and death in minks and ferrets.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
2878,Alpers' disease,Noun,A progressive degenerative disease of the central nervous system that occurs mostly in infants.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
349,sacbrood,Noun,"A viral disease in honey bees which affects the larvae, causing them to shrivel up and become scalelike.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
5057,saprolegniasis,Noun,A disease caused by the Saprolegnia fungus.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
8729,scedosporiosis,Noun,Any disease caused by the presence of a Scedosporium fungus,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
11301,scorbutus,Noun,The disease scurvy.,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
14016,scurf,Noun,A skin disease.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
14064,scurvy,Noun,"A disease caused by insufficient intake of vitamin C leading to the formation of livid spots on the skin, spongy gums, loosening of the teeth and bleeding into the skin and from almost all mucous membranes. 2012 March 1, William E. Carter, Merri Sue Carter, The British Longitude Act Reconsidered, in American Scientist[1], volume 100, number 2, page 87:Conditions were horrendous aboard most British naval vessels at the time. Scurvy and other diseases ran rampant, killing more seamen each year than all other causes combined, including combat.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
21557,seneciosis,Noun,An animal disease caused by consumption of plants in the genus Senecio.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
22562,septicemia,Noun,"A disease caused by the presence of pathogenic organisms, especially bacteria, or their toxins, in the bloodstream, characterised by chills and fever.",pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
22745,sequela,Noun,"A disease or condition which is caused by an earlier disease or problem. 1970, JG Ballard, The Atrocity Exhibition, Complications: haematoma formation is a dangerous sequela of this operation, and careful drainage with polythene tubing was carried out. 1973 Patrick O'Brian, HMS Surprise, Ay, ay, said Stephen testily, it is showy enough to look at, no doubt, but these are only the superficial sequelae. There is no essential lesion. 2003, Roy Porter, Flesh in the Age of Reason, Penguin 2004, p. 407, Self-dosing brought emotional and physical sequelae of its own.",pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
23784,serratiosis,Noun,A disease caused by infection by bacteria of the genus Serratia.,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
25935,sexually transmitted infection,Noun,"A sexually transmitted disease, with or without symptoms.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
28441,sheeppox,Noun,A highly contagious disease of sheep caused by a poxvirus.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
34412,sibbens,Noun,"A contagious disease, once endemic in Scotland, resembling the yaws and marked by ulceration of the throat and nose and by pustules and soft fungous excrescences upon the surface of the body.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
34663,sickle-cell anaemia,Noun,A disease characterized by sickle-shaped red blood cells.,Britain,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
34664,sickle-cell anemia,Noun,A disease characterized by sickle-shaped red blood cells.,"Canada, US",False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
34665,sickle-cell disease,Noun,A disease characterized by sickle-shaped red blood cells.,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
36674,silicosis,Noun,A disease of the lungs caused by the inhalation of crystalline silica dust. [from late 19th c.],medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
38782,sinusopathy,Noun,disease of the sinuses,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
39600,situs ambiguus,Noun,"A congenital disease in which the major visceral organs are distributed abnormally in the chest and abdomen cavities. Synonyms: heterotaxy, heterotaxia, situs ambiguous",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
46173,smallpox,Noun,"an acute, highly infectious often fatal disease caused by Variola virus of the family Poxviridae. It was completely eradicated in the 1970s. Those who survived were left with pockmarks The Europeans brought new diseases such as smallpox, measles, dysentery, influenza, syphilis and leprosy. Synonym: variola",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,acute,disease,False,True
51508,sodoku,Noun,"A bacterial zoonotic disease, a form of rat-bite fever caused by the bacterium Spirillum minus.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
51741,soft rot,Noun,A bacterial disease of potatoes.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
53346,somatopathy,Noun,Any disease of the body rather than of the mind,"dated, pathology",False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
56217,soybean rust,Noun,A fungal disease of soybeans and other legumes.,phytopathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
57753,spavin,Noun,"A disease of horses characterized by a bony swelling developed on the hock as the result of inflammation of the bones. 1920, Peter B. Kyne, The Understanding Heart, Chapter XII As an inventor, Bob Mason suggested, you're a howling success at shooting craps! If I were as free of spavins, ringbone, saddle-galls, and splints as you are, I'd have that nanny-goat in here, hog-tie her, flop her and let the boy help himself. []",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
62585,splenopathy,Noun,disease of the spleen,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
62680,splint,Noun,"A disease affecting the splint bones, as a callosity or hard excrescence.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
63298,spondyloarthropathy,Noun,Any joint disease of the vertebral column,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
63320,spondylosis,Noun,A degenerative disease in which the vertebral joints of the spine become stiff and then fused.,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
63960,sporotrichosis,Noun,"A disease caused by infection with the fungus Sporothrix schenckii, sometimes acquired from roses. 2008 May 26, Anemona Hartocollis, Health Risks Hiding in the Grass, in New York Times[1]:Rose bushes can carry an organism that causes sporotrichosis, a fungal infection.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
65332,sprue,Noun,"A tropical disease causing a sore throat and tongue, and disturbed digestion; psilosis.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
66999,squirrelpox,Noun,A viral disease of squirrels caused by a parapoxvirus,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
67818,stagger,Noun,"A disease of horses and other animals, attended by reeling, unsteady gait or sudden falling parasitic staggers apoplectic or sleepy staggers",veterinary medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
75431,stomatopathy,Noun,Any disease of the mouth,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
75646,stonebrood,Noun,"A disease of honey bees caused by Aspergillus fungi that cover the larvae with a hard layer of powdery spores. 1978, Roger A. Morse, Honey Bee Pests, Predators, and Diseases, page 93:Stonebrood disease of honey bees is rare and is considered to be of minor importance to beekeepers. Both brood and adult bees are susceptible to attack by several species of fungi belonging to the genus Aspergillus.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
77379,strangles,Noun,"A disease of horses caused by an infection by the bacterium Streptococcus equi. 1816, Richard Lawrence, The complete farrier, and British sportsman (page 245) The Vives, like the strangles, is most incident to young horses, and usually proceeds from the same causes, such as catching cold, being over-heated, or over-worked, about the time of shedding their teeth.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
77387,strangling angel of children,Noun,The disease diphtheria.,poetic,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
78385,streptobacillosis,Noun,Any disease caused by infection by streptobacillus bacteria,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
79932,strongyloidosis,Noun,A disease caused by infection by roundworms of the superfamily Strongyloidea,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
80391,stubborn,Noun,"A disease of citrus trees characterized by stunted growth and misshapen fruit, caused by Spiroplasma citri. 1966, Israel Journal of Botany - Volumes 15-17, page 131:The extremely low number of control plants infected by stubborn disease suggests that natural spread of stubborn in the vicinity of the experiments is much slower than that reported for psylla-borne greening in South Africa (Schwarz, 1964). 1967, Walter Reuther, The Citrus Industry, Volume IV, ISBN, page 129:With evidence that the causal agent of stubborn is spread by insects, control or prevention of this disease will prove more difficult than formerly thought to be. 2012, Vincenzo Vacante Uri Gerson, Integrated Control of Citrus Pests in the Mediterranean Region, ISBN:Sectorial infection of stubborn could be stable for long periods, but may be manifested once the trees are severely pruned, this causing the system spread of S. citri to other non-infected parts.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
81180,sturdy,Noun,"A disease in sheep and cattle, caused by a tapeworm and marked by great nervousness or by dullness and stupor.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
90002,sunblotch,Noun,"A disease of avocado trees, resulting in lower yields and discoloured fruit. 2008, Integrated Pest Management for Avocados (page 77) Sunblotch is easily overlooked and a tree can become infected in many different ways []",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
94472,supranuclear palsy,Noun,A rare degenerative disease involving the gradual deterioration and death of selected areas of the brain.,"medicine, neurology",False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
95428,surra,Noun,"A disease of vertebrate animals caused by protozoan trypanosomes, involving fever, weakness, and lethargy.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
97199,sweating sickness,Noun,"An unidentified, highly virulent disease with aches and sweating, the cause of a series of epidemics in England and Europe between 1485 and 1551.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
98117,swine fever,Noun,"a contagious, usually fatal, disease of pigs, causing fever, skin lesions and convulsions",pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
98140,swinepox,Noun,"A disease of pigs, caused by a virus of the family Poxviridae and the genus Suipoxvirus.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
100027,synaptopathy,Noun,Any disease or dysfunction of the synapses,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
101174,syphilis,Noun,"A disease spread via sexual activity, caused by the bacterium Treponema pallidum.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
101196,syphiloid,Noun,Any disease resembling syphilis.,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
101208,syphilosis,Noun,syphilitic disease,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
2670,false loose smut,Noun,A fungal disease of barley caused by Ustilago nigra.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
4040,farcy,Noun,"A contagious disease of horses, resembling glanders",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
8857,ferrugo,Noun,A disease of plants caused by fungus; rust.,phytopathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
9339,fetopathy,Noun,Any disease of a fetus.,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
9869,fibrillinopathy,Noun,A disease of the skin associated with genetically damaged fibrillin,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
9879,fibrillopathy,Noun,Any disease that affects the muscle fibres of the heart,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
9965,fibroadenosis,Noun,A fibrocystic disease characterised by lumps in the breast,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
10013,fibrodysplasia ossificans progressiva,Noun,"A very rare disease of the connective tissue in which fibrous tissue (including muscle, tendon, and ligament) becomes ossified when damaged. 2007 June 18, Ginia Bellafante, Doctor, Give Me the News, and Sew Me Up Pretty, in New York Times[1]:This year that show featured a story about a patient with fibrodysplasia ossificans progressiva, a disorder in which damaged muscles and connective tissue turn to bone, forming, essentially, a second skeleton.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
10042,fibroglycemia,Noun,"A supposed disease, which is characterised by both fibromyalgic and hypoglycemic symptoms.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
10108,fibropapillomatosis,Noun,A disease of sea turtles characterised by benign epithelial tumours,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
11418,filanders,Noun,"A disease in hawks, characterized by the presence of small thread-like worms and of filaments of coagulated blood, from the rupture of a vein. (Can we find and add a quotation of Sir Thomas Browne to this entry?)",falconry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
11431,filariasis,Noun,"Any disease common in tropical and subtropical countries resulting from infestation of the lymphatic system with nematode worms of the superfamily Filarioidea, transmitted by mosquitoes: characterised by inflammation.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
13413,fire blast,Noun,A disease of plants which causes them to appear as if burnt by fire.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
16017,flacherie,Noun,"A disease of silkworms, resulting from their consumption of infected or contaminated mulberry leaves.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
16684,flap,Noun,A disease in the lips of horses.,veterinary medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
17603,flavescence,Noun,A phytoplasma disease of grapevines,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
17631,flavobacteriosis,Noun,"Any disease associated with the presence of flavobacteria 2015 November 7, Temporal Genetic Variance and Propagule-Driven Genetic Structure Characterize Naturalized Rainbow Trout ( Oncorhynchus mykiss ) from a Patagonian Lake Impacted by Trout Farming, in PLOS ONE[1], DOI:10.1371/journal.pone.0142040:A common disease affecting Rainbow Trout in freshwater is flavobacteriosis (Flavobacterium psychrophilum) with characteristic skin ulcers and erosions as reported here (R. Avendao, comm. pers. 2015).",pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
22857,foldopathy,Noun,Any disease associated with protein misfolding,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
23498,food-borne disease,Noun,Any disease that is contracted by eating contaminated food.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
23558,food poisoning,Noun,"Any food-borne disease, such as salmonella, which causes diarrhea, nausea, fever and abdominal cramps.",pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
23862,foot-and-mouth disease,Noun,"A highly contagious and sometimes fatal viral disease that can affect animals with cloven hooves. 1922 February, James Joyce, Ulysses, Paris: Shakespeare Co.; Sylvia Beach, OCLC 560090630; republished London: Published for the Egoist Press, London by John Rodker, Paris, October 1922, OCLC 2297483: Episode 12, The Cyclops So Joe starts telling the citizen about the foot and mouth disease and the cattle traders and taking action in the matter and the citizen sending them all to the rightabout and Bloom coming out with his sheepdip for the scab and a hoose drench for coughing calves and the guaranteed remedy for timber tongue.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
23897,foot and mouth,Noun,foot-and-mouth disease,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
23938,foot rot,Noun,"A disease of plants, affecting the stalk or the trunk.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
24113,foothalt,Noun,A disease affecting the feet of sheep.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
28543,foulbrood,Noun,"A bacterial disease of bees. 2007 February 22, Verlyn Klinkenborg, Keeping Bees Among Us, in New York Times[1]:There were problems in my dads day: ants, skunks, wax moths and a couple of deadly but well-known bee diseases, like foulbrood and nosema.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
29162,fowlpox,Noun,A disease of poultry caused by viruses of the family Poxviridae and the genus Avipoxvirus.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
29737,frambesia,Noun,"yaws, the disease",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,yaws,disease,False,True
774,West Nile fever,Noun,"A disease caused by the West Nile virus that is transmitted from birds to mosquitoes and then to people. Symptoms include drowsiness, headache and nausea, pain in the abdomen, a rash, and swollen glands, and may prove fatal.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1112,Wilson's lichen,Noun,The disease lichen planus.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1241,Wiskott-Aldrich syndrome,Noun,"A rare X-linked recessive disease characterized by eczema, thrombocytopenia, immune deficiency, and bloody diarrhea.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
2354,Dutch elm disease,Noun,A disease of elm trees caused by an Ascomycete fungus and spread by bark beetles.,phytopathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
873,STD,Noun,"Sexually transmitted disease. 1999, Dr. Ruth's Pregnancy Guide for Couples: Love, Sex, and Medical Facts ISBN: Some studies estimate that as many as one out of every two people might contract an STD at some point in their lives.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
2042,Schnitzler syndrome,Noun,"A rare disease characterised by chronic hives and periodic fever, bone and joint pain (sometimes with joint inflammation), weight loss, malaise, fatigue, swollen lymph glands and enlarged spleen and liver.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
5477,Sydenham's chorea,Noun,"A disease characterized by rapid, uncoordinated jerking movements affecting primarily the face, feet and hands.",neurology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1634,macrovasculopathy,Noun,Any macrovascular disease,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
