Unnamed: 0,abbreviation,abbreviation_for_term,archaic,attribute,body,definition,disease,domain,field,initialism,initialism_for_term,main_noun_maria,main_noun_nltk,mammal,matter,measure,misspelling,misspelling_for_term,obsolete,plural,plurality_of_term,pos,process,property,role,slang,synonym,synonym_for_term,term,units,vulgar
14157,False,,False,False,True,Any member of the Dendrobranchiata.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dendrobranchiate,False,False
14173,False,,False,False,True,Any member of the Dendrocoelidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dendrocoelid,False,False
14175,False,,False,False,True,Any member of the Dendrocolaptidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dendrocolaptid,False,False
14178,False,,False,False,True,Any member of the Dendrocygnidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dendrocygnid,False,False
14192,False,,False,False,True,Any member of the Dendrodorididae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dendrodoridid,False,False
14244,False,,False,False,True,Any member of the Dendronotidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dendronotid,False,False
14255,False,,False,False,True,Any member of the Dendrophylliidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dendrophylliid,False,False
14704,False,,False,False,True,Any member of the Dentaliidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dentaliid,False,False
14738,False,,False,False,True,Any member of the genus Dentex of perciform fish.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dentex,False,False
14744,False,,False,False,True,Any member of the Denticipitidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,denticipitid,False,False
16226,False,,False,False,True,Any member of the Depressariidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,depressariid,False,False
16963,False,,False,False,True,Any member of the Derichthyidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,derichthyid,False,False
17123,False,,False,False,True,Any member of the Dermanyssidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dermanyssid,False,False
17144,False,,False,False,True,Any member of the Dermatemydidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dermatemydid,False,False
17282,False,,False,False,True,Any member of the Dermochelidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dermochelid,False,False
17284,False,,False,False,True,"Any of the family Dermochelyidae of marine turtles. 2012, Donald B. Brinkman, editor, Morphology and Evolution of Turtles:Loss of scutes (and corresponding loss of sucli[sic] on the underlying shell plates) is widely regarded as a derived condition that has occurred independently in trionychids, advanced carettochelyids (Carettochelyidae), and derived sea turtles such as dermochelyids and protostegids (e.g., Meylan 1988; Hirayama and Chitoku 1996).",,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dermochelyid,False,False
17381,False,,False,False,True,Any member of the Derodontidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,derodontid,False,False
18132,False,,False,False,True,Any member of the Desidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,desid,False,False
18518,False,,False,False,True,Any member of the Desmacellidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,desmacellid,False,False
18524,False,,False,False,True,Any member of the Desmatophocidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,desmatophocid,False,False
18555,False,,False,False,True,Any member of the Desmoceratidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,desmoceratid,False,False
18597,False,,False,False,True,Any member of the Desmopteridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,desmopterid,False,False
18613,False,,False,False,True,Any member of the Desmostylidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,desmostylid,False,False
20477,False,,False,False,True,Any member of the Deuterophlebiidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,deuterophlebiid,False,False
21436,False,,False,False,True,Any member of the Dexaminidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dexaminid,False,False
21968,False,,False,False,True,Any member of the Diadectidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diadectid,False,False
21970,False,,False,False,True,Any member of the Diadectomorpha.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diadectomorph,False,False
21982,False,,False,False,True,Any member of the Diadematidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diadematid,False,False
22280,False,,False,False,True,Any member of the Dialidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dialid,False,False
22805,False,,False,False,True,Any member of the Diaphanidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diaphanid,False,False
22917,False,,False,False,True,Any member of the Diapriidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diapriid,False,False
22921,False,,False,False,True,Any member of the Diaptomidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diaptomid,False,False
22997,False,,False,False,True,Any member of the Diarthrophallidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diarthrophallid,False,False
23084,False,,False,False,True,Any member of the Diastatidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diastatid,False,False
23148,False,,False,False,True,Any member of the Diastylidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diastylid,False,False
23366,False,,False,False,True,Any member of the Diazonidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diazonid,False,False
23403,False,,False,False,True,Any member of the family Dibamidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dibamid,False,False
23560,False,,False,False,True,Any member of the Dicaeidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dicaeid,False,False
23567,False,,False,False,True,Any member of the Dicamptodontidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dicamptodontid,False,False
23649,False,,False,False,True,Any member of the Diceratiidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diceratiid,False,False
23760,False,,False,False,True,Any member of the Dichobunidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dichobunid,False,False
23989,False,,False,False,True,Any member of the Dickinsoniidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dickinsoniid,False,False
24155,False,,False,False,True,Any member of the Dicraeosauridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dicraeosaurid,False,False
24162,False,,False,False,True,"Any member of the Dicroglossidae, a family of frogs.",,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dicroglossid,False,False
24169,False,,False,False,True,Any member of the Dicruridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dicrurid,False,False
24294,False,,False,False,True,Any member of the Dictynidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dictynid,False,False
24298,False,,False,False,True,"Any member of the Dictynoidea, a group of araneomorph spiders that have been treated as a superfamily.",,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dictynoid,False,False
24313,False,,False,False,True,Any member of the Dictyopharidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dictyopharid,False,False
24373,False,,False,False,True,Any member of the Dicynodontidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dicynodontid,False,False
24499,False,,False,False,True,A member of Didelphidae; a marsupial animal.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,didelphid,False,False
24509,False,,False,False,True,"Any member of the Didemnidae, tunicates that form colonies on the seabed in shallow waters.",,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,didemnid,False,False
24714,False,,False,False,True,Any member of the Dielasmatidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dielasmatid,False,False
25245,False,,False,False,True,Any member of the family Difflugidae of amoebae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,difflugid,False,False
25465,False,,False,False,True,Any member of the Digamasellidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,digamasellid,False,False
26011,False,,False,False,True,Any member of the Diguetidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diguetid,False,False
26678,False,,False,False,True,Any member of the family Dilophosauridae of dinosaurs.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dilophosaurid,False,False
26945,False,,False,False,True,Any member of the Dimeroceratidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dimeroceratid,False,False
27289,False,,False,False,True,Any member of the Dimorphidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dimorphid,False,False
27296,False,,False,False,True,Any member of the Dimorphoceratidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dimorphoceratid,False,False
27298,False,,False,False,True,Any member of the Dimorphodontidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dimorphodontid,False,False
27348,False,,False,False,True,Any member of the Dimyidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dimyid,False,False
27555,False,,False,False,True,Any member of the Dinichthyidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dinichthyid,False,False
27770,False,,False,False,True,Any member of the Dinomyidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dinomyid,False,False
27785,False,,False,False,True,Any member of the Dinopidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dinopid,False,False
27789,False,,False,False,True,Any member of the Dinornithidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dinornithid,False,False
27900,False,,False,False,True,Any member of the family Diodontidae of porcupine fish.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diodontid,False,False
27914,False,,False,False,True,Any member of the Diogenidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diogenid,False,False
27944,False,,False,False,True,Any member of the Diomedeidae (the family of albatrosses).,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diomedeid,False,False
27965,False,,False,False,True,Any member of the Diopsidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diopsid,False,False
27982,False,,False,False,True,Any member of the Dioptidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dioptid,False,False
28431,False,,False,False,True,"Any member of the Diplectanidae, a family of monopisthocotylean monogenean flatworms. 2015 August 12, Delane C. Kritsky, Micah D. Bakenhaster, Douglas H. Adams, Pseudorhabdosynochus species (Monogenoidea, Diplectanidae) parasitizing groupers (Serranidae, Epinephelinae, Epinephelini) in the western Atlantic Ocean and adjacent waters, with descriptions of 13 new species, in Parasite[1], volume 22, DOI:10.1051/parasite/2015024:There, a small probe and dissecting microscope were used to isolate diplectanids from the gills or sediment.",,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diplectanid,False,False
28456,False,,False,False,True,Any member of the Diplocaulidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diplocaulid,False,False
28458,False,,False,False,True,Any member of the Diplocercidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diplocercid,False,False
28470,False,,False,False,True,Any member of the family Diplodactylidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diplodactylid,False,False
28473,False,,False,False,True,Any member of the family Diplodocidae of large dinosaurs.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diplodocid,False,False
28580,False,,False,False,True,Any member of the Diplommatinidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diplommatinid,False,False
28585,False,,False,False,True,Any member of the Diplomystidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diplomystid,False,False
28629,False,,False,False,True,Any member of the Diplotriaenidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diplotriaenid,False,False
28640,False,,False,False,True,Any member of the family Dipluridae of funnel-web tarantulas.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diplurid,False,False
28658,False,,False,False,True,Any member of the Dipnorhynchidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dipnorhynchid,False,False
28667,False,,False,False,True,Any member of the Dipodidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dipodid,False,False
28756,False,,False,False,True,Any member of the Diprionidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diprionid,False,False
28784,False,,False,False,True,"Any member of the family Diprotodontidae of extinct large marsupials, similar to wombats in form.",,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diprotodontid,False,False
29199,False,,False,False,True,Any member of the Diretmidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diretmid,False,False
30335,False,,False,False,True,Any member of the Discidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,discid,False,False
30345,False,,False,False,True,Any member of the brachiopod genus Discina.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,discina,False,False
30353,False,,False,False,True,Any member of the Discinidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,discinid,False,False
30556,False,,False,False,True,Any member of the Discoglossidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,discoglossid,False,False
30557,False,,False,False,True,Any of the family Discoglossidae of primitive frogs.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,discoglossidean,False,False
30946,False,,False,False,True,Any member of the Discosauriscidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,discosauriscid,False,False
36076,False,,False,False,True,Any member of the Ditomyiidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,ditomyiid,False,False
36715,False,,False,False,True,Any member of the Diviniidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,diviniid,False,False
36961,False,,False,False,True,Any member of the Dixidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,dixid,False,False
37041,False,,False,False,True,Any member of the Djadochtatheriidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,djadochtatheriid,False,False
