Unnamed: 0,term,pos,definition,domain,plural,plurality_of_term,obsolete,archaic,abbreviation,abbreviation_for_term,slang,misspelling,misspelling_for_term,initialism,initialism_for_term,vulgar,synonym,synonym_for_term,attribute,property,process,matter,role,measure,units,body,main_noun_nltk,main_noun_maria
3102,imaginableness,Noun,The quality of being imaginable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
3226,imbalance,Noun,"The property of not being in balance. The growing imbalances between the rich and poor first lead to more crime. 2013, Daniel Taylor, Danny Welbeck leads England's rout of Moldova but hit by Ukraine ban (in The Guardian, 6 September 2013)[1] Ross Barkley, a second-half substitute, almost marked his debut with a goal but by that stage England were playing at half-pace. A team can do that when the imbalance of talent is this considerable.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
3298,imbecility,Noun,"The quality of being imbecile; weakness; feebleness, especially of mind.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
3790,immarcescibility,Noun,"The quality of being immarcescible. 1923, Max Beerbohm, Yet Again, page 221:Or perhaps these vegetables had absorbed by mere contact with his tweeds the subtle secret of his own immarcescibility.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
3846,immediacy,Noun,"The quality of being immediate, of happening right away.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
3879,immenseness,Noun,The property of being immense.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
3888,immensurability,Noun,The quality of being immensurable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
3941,immersivity,Noun,The quality of being immersive.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
3987,imminentness,Noun,The quality of being imminent.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
4020,immitigability,Noun,The quality of being immitigable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
4049,immobility,Noun,The quality of not moving. (Can we add an example for this sense?),,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
4065,immoderacy,Noun,The quality of being immoderate. (Can we find and add a quotation of Sir Thomas Browne to this entry?),,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
4069,immoderateness,Noun,"The quality of being immoderate, lack of moderation or temperance.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
4159,immovableness,Noun,"The quality of being immovable. 1876, Emile Erckmann and Alexandre Chatrian, The Man-Wolf and Other Tales[1]:That resemblance to an immense wave taking the precipice at one bound, bearing trees on its breast, fringed with the bushes, and winding out the long ivy sprays, which exhibit in their delicate tracery the form of the rigid glassy billow; that mere semblance of movement amidst the stillness and immovableness of death, and the presence of those two speechless creatures pursuing their ghastly work with automatic precision, added to the terror with which I already trembled. 1893, Alexandre Dumas, The Vicomte de Bragelonne[2]:A gentle, easy movement, as regular as that by which a vessel plunges beneath the waves, had succeeded to the immovableness of the bed.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
4213,immunizability,Noun,"The quality of being immunizable. the immunizability of infants, or of a population",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
4373,immunocompatibility,Noun,"The quality of being immunocompatible. 2015 July 25, Serum Uric Acid and Renal Transplantation Outcomes: At Least 3-Year Post-transplant Retrospective Multivariate Analysis, in PLOS ONE[1], DOI:10.1371/journal.pone.0133834:Before surgery, Patients had undergone an extensive medical evaluation for patients general status, comorbidity and corresponding immunocompatibility tests.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
4893,immunopositivity,Noun,"The quality of being immunopositive. 2015 July 6, Susceptibility of Marmosets ( Callithrix jacchus ) to Monkeypox Virus: A Low Dose Prospective Model for Monkeypox and Smallpox Disease, in PLOS ONE[1], DOI:10.1371/journal.pone.0131742:Other antigen positive tissues common to both the hemorrhagic variola macaque model and the MPXV marmoset models include epithelial, testicular, adrenocortical, and hepatic, as well as endothelial cell immunopositivity.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5322,impactfulness,Noun,The quality of being impactful.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5405,impalpability,Noun,The quality of being impalpable; intangibility. Physical imperceptibility; incapability of being sensed by the tactual faculties. Ungraspability by or inapprehensibility to the mind.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5489,impartiality,Noun,The quality of being impartial; fairness.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5491,impartialness,Noun,The quality of being impartial. (Can we find and add a quotation of Sir W. Temple to this entry?),,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5492,impartibility,Noun,The quality of being incapable of division into parts; indivisibility. (Can we find and add a quotation of Holland to this entry?),,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5509,impassableness,Noun,The quality of being impassable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5534,impassionedness,Noun,The quality of being impassioned.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5564,impatience,Noun,"The quality of being impatient; lacking patience; restlessness and intolerance of delays; anxiety and eagerness, especially to begin something.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5573,impatientness,Noun,Quality of being impatient.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5616,impeccability,Noun,The property of being impeccable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5619,impeccableness,Noun,Quality of being impeccable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5621,impeccancy,Noun,The quality of being sinless. (Can we find and add a quotation of Bishop Hall to this entry?),,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5627,impecuniousness,Noun,The property of being impecunious.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5692,impellingness,Noun,Quality of being impelling.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5718,impenetrableness,Noun,"The quality of being impenetrable. 1783, William Godwin, Four Early Pamphlets[1]:I need not add, that to a mind of elegance and sensibility, the emblematical allusion which this dress would carry to the secrecy and impenetrableness of the person that wears it, must be the source of a delightful and exquisite sensation. 1919, Zane Grey, The Desert of Wheat[2]:The stars, the night, the dark blue of heaven hid the secret in their impenetrableness.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5721,impenitence,Noun,"the property of being impenitent, of lacking penitence, of not being regretful of wrongs done Antonym: penitence",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5772,imperceivableness,Noun,The quality of being imperceivable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5777,imperceptibleness,Noun,The quality of being imperceptible.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5783,imperceptiveness,Noun,The quality of being imperceptive.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5784,impercipience,Noun,"The quality of being impercipient. 1985, Eve Kosofsky Sedgwick, Between Men, New York (page 181) There are passages between the two men that sound like outtakes from Shakespeare's Sonnets: in which young Drood's pink confident charm, his callow impercipience and selfishness, his innocent all-of-a-piece-ness, seem to stimulate his saturnine uncle []",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5810,imperfectability,Noun,the quality of not being perfectable; of being forever imperfect We must accept the imperfectability of the world.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5893,imperialness,Noun,Quality of being imperial.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5913,imperiousness,Noun,"The quality of being imperious Synonyms: arrogance, haughtiness",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5915,imperishability,Noun,"The quality of being imperishable. 1891, Shelley, Adonais[1]:In what manner can this concession be made an argument for its imperishability? 1914, Various, The German Classics of the Nineteenth and Twentieth Centuries=[2]:What, now, could it be that might give solid foundation to this challenge and to this belief of the noble in the eternity and the imperishability of his work?",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5933,impermeability,Noun,the quality of being impermeable,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5953,impermissiveness,Noun,The quality of being impermissive.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
5985,impersonalness,Noun,Quality of being impersonal.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6026,imperviability,Noun,The quality of being imperviable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6028,imperviableness,Noun,The quality of being imperviable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6063,impetuosity,Noun,"The quality of making rash or arbitrary decisions, especially in an impulsive or forceful manner. 1749, Henry Fielding, chapter XIII, in The History of Tom Jones, a Foundling. In Six Volumes, volume (please specify |volume=I to VI), London: Printed by A[ndrew] Millar,[], OCLC 928184292, book IV:She had however another motive, beside her obedience, to accompany the old gentleman in the chase; for by her presence she hoped in some measure to restrain his impetuosity, and to prevent him from so frequently exposing his neck to the utmost hazard.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6123,impiousness,Noun,Quality of being impious.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6137,implacableness,Noun,The quality of being implacable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6147,implantability,Noun,The quality of being implantable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6182,implausibleness,Noun,The quality of being implausible.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6206,implementability,Noun,"The quality of being implementable. 2015 December 16, Hierarchical Novelty-Familiarity Representation in the Visual System by Modular Predictive Coding, in PLOS ONE[1], DOI:10.1371/journal.pone.0144636:We show that the requirement of neuronal implementability of the inverse generative function strongly constrains the neuronal transfer function, essentially only allowing threshold-linear neurons.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6262,implicativeness,Noun,The quality of being implicative.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6289,impliedness,Noun,Quality of being implied.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6324,imploringness,Noun,The quality of being imploring.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6333,implosiveness,Noun,The quality of being implosive.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6385,impoliticalness,Noun,Quality of being impolitical.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6389,impoliticness,Noun,The quality of being impolitic.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6423,importability,Noun,The property of being importable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6439,importantness,Noun,"The quality of being important; importance. 1885; reprinted 1996 in Richard Germain, Dollars Through the Doors: A Pre-1930 History of Bank Marketing in America, page 112 There was need also of an institution for savings that would reach the poorer classes of colored people, teach them the importantness of being industrious, of seeking steady employment. 1997, Schuyler B. Jackson William Harmon, Rational Meaning, page 273 This word ""essential"" is too easily made a convenience for the forceful indication of a primary quality of importantness; 2005, Kerry Temple, Back to Earth: A Backpacker's Journey into Self and Soul, page 17 Their time is in most demand; they earn stature, prestige, and importantness for this.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6460,importunacy,Noun,The quality of being importunate.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6467,importunateness,Noun,Quality of being importunate.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6516,imposingness,Noun,The quality of being imposing.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6531,impossibility,Noun,"The quality of being impossible. South They confound difficulty with impossibility. 1749, [John Cleland], Memoirs of a Woman of Pleasure [Fanny Hill], London: Printed [by Thomas Parker] for G. Fenton [i.e., Fenton and Ralph Griffiths][], OCLC 731622352:...he threw himself upon her, and his back being now towards me, I could only take his being ingulph'd for granted, by the directions he mov'd in, and the impossibility of missing so staring a mark...",uncountable,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6541,impossibleness,Noun,Quality of being impossible.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6684,impreciseness,Noun,"The quality of being imprecise, or lacking precision.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6731,imprescriptibility,Noun,The quality of being imprescriptible.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6766,impressibility,Noun,The quality of being impressible.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6781,impressionability,Noun,The quality of being impressionable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6784,impressionableness,Noun,The quality of being impressionable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6805,impressiveness,Noun,The quality of being impressive.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6886,improbableness,Noun,The quality of being improbable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6933,improperness,Noun,Quality of being improper.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
6967,improvableness,Noun,Quality of being improvable; capability of improvement.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7001,improvidence,Noun,The quality of being improvident; want of foresight or thrift.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7090,impudence,Noun,"The quality of being impudent, not showing due respect.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7097,impudentness,Noun,Quality of being impudent.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7148,impulsiveness,Noun,The quality of being impulsive.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7152,impulsivity,Noun,"The quality of being impulsive, impulsiveness; inclination to act on impulse rather than thought.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7199,imputableness,Noun,The quality of being imputable; imputability.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7271,in-depthness,Noun,The quality of being in-depth.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7556,inacceptability,Noun,The property of being inacceptable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7570,inaccuracy,Noun,The property of being inaccurate; lack of accuracy.,uncountable,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7575,inaccurateness,Noun,The quality of being inaccurate.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7603,inactiveness,Noun,The quality of being inactive.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7608,inactivity,Noun,"The quality of being inactive; idleness; passiveness. 1994, Helene Barbara Weinberg, Doreen Bolger, David Park Curry, American Impressionism and Realism Painters depicted Idle Hours (see fig. 99), reverie, solitude, and other themes that reflected Americans' new willingness to eschew productivity, and they sold their canvases to patrons who enjoyed both the inactivities portrayed and seeing themselves portrayed in inactivities.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7660,inadvisableness,Noun,The quality of being inadvisable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7731,inanimateness,Noun,The property of being inanimate.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7744,inanity,Noun,"The property of being inane, of lacking material of interest or satisfaction, emptiness.",uncountable,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7754,inappellability,Noun,The quality of being inappellable; finality. Samuel Taylor Coleridge the inappellability of the councils,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7772,inappreciability,Noun,The quality of being inappreciable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7777,inapprehensibility,Noun,The quality of being inapprehensible.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7789,inappropriateness,Noun,The quality of being inappropriate; unsuitability.,uncountable,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7797,inaptitude,Noun,The quality of being inapt.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7800,inaptness,Noun,Quality of being inapt.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7815,inartfulness,Noun,Quality of being inartful.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7816,inarticulability,Noun,"The quality of being inarticulable. 1961, Monograph Series (Yale University Southeast Asia Studies), volumes 1920, page 126 [] be in the inarticulability of deeply felt emotion, is always difficult and more so where there are cultural barriers.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7819,inarticulacy,Noun,The quality of being inarticulate.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7827,inarticulateness,Noun,"The property of being inarticulate, of lacking articulateness.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7835,inartificiality,Noun,The property of being inartificial.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7837,inartificialness,Noun,The property of being inartificial.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7841,inartisticness,Noun,The property of being inartistic.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7857,inattentiveness,Noun,The property of being inattentive.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7861,inaudacity,Noun,"The property of lacking audacity. 1593, Thomas Seccombe, Edward Arber, An English Garner: Elizabethan sonnets, page 110: Such puny thoughts of unresolved ground, Whose inaudacity dares but base conceit []",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7863,inaudibility,Noun,The property of being inaudible.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
7865,inaudibleness,Noun,The quality of being inaudible.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
8069,incalculableness,Noun,The quality of being incalculable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
8128,incapaciousness,Noun,The quality of being incapacious.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
8235,incautiousness,Noun,The quality of being incautious.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
8382,incessance,Noun,The quality of being incessant.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
8384,incessancy,Noun,"The quality of being incessant; unceasingness. 1794, Timothy Dwight, Greenfield Hill:Or chatter, with incessancy of tongue / Careless, if kind, or cruel, right, or wrong 1891, Incessancy of the Yellow Warbler's Song, in The Ologist[1], volume 9, page 65:Most birds confine their song principally to the morning and evening hours, and if they do not do this entirely, they surely quiet down at midday, when scarcely a sound is to be heard, but not so the Yellow Warbler,morning, noon, and night, he keeps it up, and the incessancy of his singing has become to be a matter of remark. 2003, Richmond Barbour, Before Orientalism: London's Theatre of the East, 1576-1626[2], page 68:What troubled them was its incessancy.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
8388,incessantness,Noun,Quality of being incessant.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
8503,inchoateness,Noun,The quality of being inchoate.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
8566,incidentalness,Noun,Quality of being incidental.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
8604,incircumscription,Noun,"The quality of being incircumscriptible, or limitless. (Can we find and add a quotation of Jeremy Taylor to this entry?)",nonce word,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
8639,incisivity,Noun,"The quality of being incisive; penetrating trenchancy; incisiveness. 1967, James F. E. Dennis (editor), The Record Collector: A Magazine for Collectors of Recorded Vocal Art (self-published), volumes 1718, page 56 The remarkable tenor qualities of De Muro, especially in the ardent incisivity of his high register, the manly warmth of his tone and his exceptional breathing (Fiato), as well as his uncommon qualities of interpretation, capable of violent dramatic impulse and of lyric inflexion, remain documented in the excerpts he recorded of Isabeau in 1912, a testimony, at least auditive, of what was his legendary Folco. 1980, Romanian Review, issues 14, page 104 A true witness of his times and the men that have lived in them, [Al. Rosetti] has sketched with a firm hand unforgettable portraits of an illustrious series of friends, in a White Book[], and has never disclosed the virulent pages in which he describes human larvae with the incisivity of steel engravings for a possible Black Book. 1982, Pontificio Ateneo Salesiano Istituto Superiore di Pedagogia, Orientamenti Pedagogici (Societ Editrice Internazionale), volume 29, page 787 [T]hey pertain mainly to the anthropological perspective, to the specific language it uses and, last but not least, to a lack of courage and incisivity. 1983, Simion Alterescu (editor), An Abridged History of Romanian Theatre (Editura Academiei Republicii Socialiste Romnia), pages 59 and 144: The humorous writer caught not only the sound of dialogues and words, but also their human substance, the circumstance in which they were uttered, and afterwards, recasting everything, [I. L. Caragiale] produced, out of his inexhaustible retort, highly vivid, authentic types, either moulded with kindness or drawn with incisivity. [] [T]o promote society by purging it of its vices[: t]o this end [comedy writers] make good use of the incisivity of the satire. 1996, Academia Romn, Revue Roumaine de Psychologie (Editura Academiei), volumes 4041, page 130 Their personality features concern: the desire of assuming intellectual risks, perseverance in solving problems, curiosity and incisivity, opening to new experience, working discipline, intolerance to the rules and limits imposed by others, searching for competence, reflexivity, tolerance to ambiguity, intuition, direct and spontaneous interest for work, a wide variety of interests. 2007, rpd Szakolczai, Sociology, Religion, and Grace: A Quest for the Renaissance, page 295 Based on a whirling sketch, now in Lille, it depicts profiles of extraordinary incisivity that fully support the circularity of the tondo form, showing a miraculous unity of linear dynamism and plastic solidity (Carli 1983: 112).",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
8691,inclemency,Noun,The quality of being inclement; lack of clemency.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
8761,includability,Noun,The quality of being includable.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
8817,inclusiveness,Noun,The property of being inclusive.,,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
8832,incoercibility,Noun,"The quality of being incoercible. 2015, Shinsuke Tamura, Hazim A. Haddad, Nazmul Islam, Kazi Md. Rokibul Alam, An Incoercible E-Voting Scheme Based on Revised Simplified Verifiable Re-encryption Mix-nets, in Information Security and Computer Fraud[1], volume 3, pages 32-38:About incoercibility, provided that erasable-state voting booths which disable voters to memorize complete information exchanged between them and election authorities for constructing votes are available, coercer C cannot know candidates that voters coerced by C had chosen even if the candidates are unique to the voters.",,False,,False,False,False,,False,False,,False,,False,False,,False,True,False,False,False,False,False,False,,
