Unnamed: 0,abbreviation,abbreviation_for_term,archaic,attribute,body,definition,domain,initialism,initialism_for_term,main_noun_maria,main_noun_nltk,matter,measure,misspelling,misspelling_for_term,obsolete,plural,plurality_of_term,pos,process,property,role,slang,synonym,synonym_for_term,term,units,vulgar
3597,False,,False,False,False,Any compound derived from an oxoacid by replacing =O with =NR; they are tautomeric with amides.,chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,imidic acid,False,False
3644,False,,False,False,False,The compound HN(CH2CO2H)2 whose ionic form is a tridentate ligand,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,iminodiacetic acid,False,False
3645,False,,False,False,False,The compound diethanolamine.,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,iminodiethanol,False,False
3664,False,,False,False,False,"The alicyclic compound 6-imino-2,4-cyclohexadien-1-ol",organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,iminophenol,False,False
3669,False,,False,False,False,Any compound formally derived from a quinone by replacing one carbonyl group (C=O) with an imine (C=NH or C=N-R),organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,iminoquinone,False,False
4253,False,,False,False,False,Any substance added to a vaccine in order to improve the immune response,immunology,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,immunoadjuvant,False,False
4404,False,,False,False,False,"Any drug that causes immunocontraception. 2009 April 21, Jim Robbins, As Wild Horses Breed, a Voice for Contraception, in New York Times[1]:The real answer, according to Jay F. Kirkpatrick, director of the nonprofit science and conservation center at ZooMontana in Billings, is an immunocontraceptive called P.Z.P.",,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,immunocontraceptive,False,False
4466,False,,False,False,False,Any drug that causes immunodepression.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,immunodepressant,False,False
4595,False,,False,False,False,Any substance that elicits a immune response; an antigen,immunology,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,immunogen,False,False
4736,False,,False,False,False,Any drug used to treat the immune system.,medicine,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,immunological,False,False
4788,False,,False,False,False,A drug used for its effect on the immune system.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,immunomodulator,False,False
4822,False,,False,False,False,Any substance that provides immunonutrition,immunology,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,immunonutrient,False,False
4861,False,,False,False,False,Any such drug (typically a modified protein),,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,immunopharmaceutical,False,False
4985,False,,False,False,False,Any substance that causes an immune reaction.,,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,immunoreactive,False,False
5001,False,,False,False,False,A substance responsible for immunoregulation,immunology,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,immunoregulator,False,False
5020,False,,False,False,False,A drug that restores normal immune responses.,immunology,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,immunorestorative,False,False
5100,False,,False,False,False,Any substance that stimulates an immune response.,"immunology, pharmacology",False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,immunostimulant,False,False
6034,False,,False,False,False,An impervious substance.,science fiction,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,impervium,False,False
6228,False,,False,False,False,"A substance which fills, a filling.",,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,impletion,False,False
6395,False,,False,False,False,"An imponderable substance or body; specifically, in the plural, a name formerly applied to heat, light, electricity, and magnetism.",physics,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,imponderable,False,False
6994,False,,False,False,False,"A substance added to cause improvement (especially to a foodstuff). 2016, Wendyl Nissen, Who kneads so many ingredients? The New Zealand Herald, 6 August, 2016,[8] Soy flour is often added to bread as an improver. It helps the dough texture and can make the bread quite soft. 2017, Gardening: Get a taste of the Mediterranean, The Northern Star, 7 February, 2017,[9] When planting a new olive tree, mix organic soil improver and fertiliser into the planting hole and keep the soil moist while the olive establishes itself.",,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,improver,False,False
7009,False,,False,False,False,any substance added to flour in order to improve some aspect of its performance,,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,improving agent,False,False
7085,False,,False,False,False,"A black carbonaceous substance, believed to be derived from a fluid bitumen which polymerized after filling a vein.",,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,impsonite,False,False
7225,False,,False,False,False,A nootropic drug of the racetam family.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,imuracetam,False,False
8309,False,,False,False,False,A substance obtained from the bark of Boswellia dalzielii.,organic chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,incensole,False,False
8897,False,,False,False,False,Any substance that is not flammable.,,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,incombustible,False,False
9010,False,,False,False,False,An incompatible substance; one of a group of things that cannot be placed or used together because of a change of chemical composition or opposing medicinal qualities. the incompatibles of iron,"medicine, chemistry, chiefly in the plural",False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,incompatible,False,False
9427,False,,False,False,False,"A substance which has the power to thicken; formerly, a medicine supposed to thicken the humours. (Can we find and add a quotation of Harvey to this entry?)",,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,incrassative,False,False
9579,False,,False,False,False,"Any substance that is dissolved in water which forms an incrustation when the water evaporates. 1905, The Journal of Infectious Diseases:The total incrustants in the water, expressed in terms of calcium carbonate, are clearly the sum of their component bases, calcium and magnesium, expressed in terms of calcium carbonate. 1909, Water-supply Paper, page 188:Aluminum also is an incrustant present in most waters in quantities so small that it is not necessary to consider it; but when too much aluminum sulphate, a substance frequently used as a coagulant in filtering water, is added in the process of filtering, the excess passes through the filter and may cause trouble in the boiler, where it hydrolyzes, forming free sulphuric acid. 1986, Fletcher G. Driscoll, Groundwater and Wells, page 644:Solid particles of incrustant can be removed along with any fine sediments that may have entered the zone immediately around the screen after the well was placed in service.",,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,incrustant,False,False
9847,False,,False,False,False,"1,3-indandione, an organic compound with the molecular formula C9H6O2.",organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,indanedione,False,False
9855,False,,False,False,False,A stimulant drug with appetite-suppressant and antihypoglycemic effects.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,indanorex,False,False
9862,False,,False,False,False,A synthetic drug of the cathinone class; the indanyl--phenyl analogue of the stimulant drug -PVP.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,indapyrophenidone,False,False
10062,False,,False,False,False,A drug used to treat cerebrovascular disease.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,indeloxazine,False,False
10115,False,,False,False,False,A beta-adrenergic blocking drug.,,False,,blocking,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,indenolol,False,False
10119,False,,False,False,False,Any compound containing an indene fused to a pyrazole ring,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,indenopyrazole,False,False
10121,False,,False,False,False,Any compound composed of an indene fused to a tryptoline; any alkaloid based on this structure,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,indenotryptoline,False,False
10406,False,,False,False,False,"An indigo-forming substance found in urine and other animal fluids, and convertible into red and blue indigo (urrhodin and uroglaucin); an indoxyl sulphate of potash.",organic chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,indican,False,False
10561,False,,False,False,False,A reddish resinous substance obtained from indican.,organic chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,indifulvin,False,False
10662,False,,False,False,False,A brown resinous substance found in crude indigo.,,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,indigo brown,False,False
10681,False,,False,False,False,Any compound having a structure related to indigotin,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,indigoid,False,False
10694,False,,False,False,False,"A brown amorphous substance resembling humin, and obtained from indican.",organic chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,indihumin,False,False
10700,False,,False,False,False,An anti-retroviral drug of the protease inhibitor class that is used in to treat HIV infected patients.,pharmacology,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,indinavir,False,False
10744,False,,False,False,False,"A substance isomeric with, and resembling, indigo blue.",organic chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,indirubin,False,False
11020,False,,False,False,False,"A substance resembling indigo blue, obtained artificially from certain isatogen compounds.",organic chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,indoin,False,False
11026,False,,False,False,False,"An organic compound, C8H7N, found in coal tar, and produced in the gut by the bacterial decomposition of tryptophan; it is an aromatic bicyclic heterocycle having a benzene ring fused with a pyrrole ring; indole and its derivatives occur widely in nature and have many industrial applications. Synonym: ketole",organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,indole,False,False
11068,False,,False,False,False,Any compound derived from a diterpene by fusion with an indole,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,indoloditerpene,False,False
11074,False,,False,False,False,Any compound derived from a terpene by fusion with an indole,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,indoloterpene,False,False
11085,False,,False,False,False,"A non-steroidal anti-inflammatory drug commonly used to reduce fever, pain, stiffness, and swelling, having chemical formula C19H16ClNO4.",pharmacology,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,indomethacin,False,False
11108,False,,False,False,False,"A nonsteroidal anti-inflammatory drug, withdrawn in the 1980s after reports of gastrointestinal bleeding.",,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,indoprofen,False,False
11725,False,,False,False,False,A substance that does not react chemically.,chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,inert,False,False
12508,False,,False,False,False,"A substance that penetrates an object to give it some property, such as waterproofing.",,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,infiltrant,False,False
12514,False,,False,False,False,"Any undesirable substance or group of cells that has made its way into part of the body. 2008, Jimmy D. Bartlett, Siret D. Jaanus, Clinical Ocular Pharmacology (page 539) One critical distinction to make is whether a focal corneal infiltrate is infected with bacteria or is a sterile immunologic response.",pathology,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,infiltrate,False,False
12519,False,,False,False,False,The substance which has entered the pores or cavities of a body. Kirwan calcareous infiltrations filling the cavities,,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,infiltration,False,False
12698,False,,False,False,False,Any inflammable substance.,,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,inflammable,False,False
12726,False,,False,False,False,Any inflammogenic substance,pathology,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,inflammogen,False,False
13724,False,,False,False,False,Any substance that is ingested.,,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,ingestant,False,False
13773,False,,False,False,False,"A digestive substance resembling pepsin, obtained from the gizzards of fowls, employed as a digestant and to relieve vomiting in pregnancy.",,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,ingluvin,False,False
13776,False,,False,False,False,"A substance or thing that has gone in. 1890, Annual Report of the U.S. Agricultural Experiment Station for Dakota:An accurate record was kept of all of the ingo, and all the outgo from the cows. 1912, The United States, Appellant, Vs. Forty Barrels and Twenty Kegs:It refers to the ingo and outgo and what takes place with the ingo, what becomes of it, how it is changed into the material that goes out, what is built up, what is assimilated, how the changes take place here and there. That is all metabolism. 2010, Stephen W. Reiss, Family, Farming and Freedom: Fifty-Five Years of Writings by Irv Reiss, ISBN:We have to get a better balance between our ingo and our outgo calories consumed and calories expended.",,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,ingo,False,False
13993,False,,False,False,False,The substance (medicament) which is inhaled.,,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,inhalation,False,False
14148,False,,False,False,False,Any substance capable of stopping or slowing a specific chemical reaction.,chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,inhibitor,False,False
14149,False,,False,False,False,Any substance capable of stopping or slowing a specific biological process,biology,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,inhibitor,False,False
14360,False,,False,False,False,A substance that initiates a chain reaction or polymerization.,chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,initiator,False,False
14380,False,,False,False,False,"A drug which is designed to be injected 2009, January 3, Amy Zipkin, in Drugstores, Too, Feel Recession Pain[1]:Complex high-cost drug therapy, such as injectables and infusions, are close to a $70 billion sector.",pharmacy,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,injectable,False,False
14382,False,,False,False,False,A substance that is injected. A variety of fatty injectants may be used to create artificial marbling in meat.,,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,injectant,False,False
15285,False,,False,False,False,An inorganic compound,chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,inorganic,False,False
15291,False,,False,False,False,Any compound not containing carbon atoms.,inorganic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,inorganic compound,False,False
15292,False,,False,False,False,Any compound containing carbon atoms ionically bound to other atoms.,inorganic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,inorganic compound,False,False
15349,False,,False,False,False,Any inotropic drug,medicine,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,inotrope,False,False
15352,False,,False,False,False,Such a drug,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,inotropic,False,False
15387,False,,False,False,False,An antineoplastic drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,inproquone,False,False
15714,False,,False,False,False,"A substance used to kill insects. 2009, Handbook of Pesticides: Methods of Pesticide Residues Analysis ISBN The dried seed powder of custard apple (Annona squamosa L; family: Annonaceae) has been used as an insecticide in India and many other tropical countries since ancient times.",,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,insecticide,False,False
15718,False,,False,False,False,A substance that protects against insects.,,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,insectifuge,False,False
16232,False,,False,False,False,"Any substance that cannot be dissolved. 2006, Ashok Pandey, Enzyme Technology (page 518) As there is a partial vacuum inside the drum, the liquid is sucked inside the drum and the insolubles are deposited on the outer surface of the membrane filter.",,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,insoluble,False,False
17084,False,,False,False,False,"A substance that does not transmit heat (thermal insulator), sound (acoustic insulator) or electricity (electrical insulator).",,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,insulator,False,False
18845,False,,False,False,False,A compound formed by interesterification,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,interester,False,False
18930,False,,False,False,False,"A compound in the sample that produces readings which overlap those of the analyte, making analysis more difficult. 2006, Namik K. Aras O. Yavuz Ataman, Trace Element Analysis of Food and Diet, ISBN, page 49:In many cases, the absolute amount of the interferant is more effective to induce an observed interference than the interferant/analyte ratio. 2010, Jiri Janata, Principles of Chemical Sensors, ISBN, page 6:Equation (1.15) may be used to evaluate the selectivity coefficient for that interferant. 2013, AcetanilidesAdvances in Research and Application, ISBN, page 86:In an aspect of the first embodiment, the auxiliary electrode is configured to electrochemically modify an electrochemical interferent to render the electrochemical interferent substantially electrochemically non-reactive at the working electrode.",analytical chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,interferant,False,False
18949,False,,False,False,False,Any substance whose presence interferes with an analytical procedure and generates incorrect results,chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,interferent,False,False
19178,False,,False,False,False,Any binary compound of two different halogens; an interhalogen compound,inorganic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,interhalogen,False,False
19179,False,,False,False,False,Any binary compound of two different halogens,inorganic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,interhalogen compound,False,False
19671,False,,False,False,False,A compound isolated from Callicarpa americana (beautyberry).,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,intermedeol,False,False
19691,False,,False,False,False,Any substance formed as part of a series of chemical reactions that is not the end-product.,chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,intermediate,False,False
19762,False,,False,False,False,intermetallic compound,inorganic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,intermetal,False,False
19764,False,,False,False,False,An intermetallic compound,inorganic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,intermetallic,False,False
23421,False,,False,False,False,"Any substance that swells on exposure to heat, thus increasing in volume and decreasing in density. Intumescents are used in some fire protection systems.",,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,intumescent,False,False
23487,False,,False,False,False,"A substance resembling inulin, found in the unripe bulbs of the dahlia.",organic chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,inuloid,False,False
23488,False,,False,False,False,"A yellow-coloured organic compound with the formula of C10H16O, obtained by distillation from the root of elecampane (Inula helenium). Synonym: alantol",organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,inulol,False,False
24176,False,,False,False,False,"An antiviral drug that prevents the multiplication of HIV cells 2015 July 18, The Need for Cervical Cancer Control in HIV-Positive and HIV-Negative Women from Romania by Primary Prevention and by Early Detection Using Clinically Validated HPV/DNA Tests, in PLOS ONE[1], DOI:10.1371/journal.pone.0132271:The HAART therapy used the classic regim with 24 drugs: an association between two inhibitors of protease, nucleosidic inhibitors of reverse transcriptase, protease inhibitor and non-nucleosidic inhibitor of reverse transcriptase (kaletra, abacavir + lamivudine, invirase, zidovudine + lamivudine, ritonavir, didanosine, darunavir, andetravirine).",medicine,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,invirase,False,False
24515,False,,False,False,False,A haloorganic compound of formula C5H5I.,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,iodabenzene,False,False
24516,False,,False,False,False,"The compound triiodoacetaldehyde, CI3-CHO",organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,iodal,False,False
24537,False,,False,False,False,A binary compound of iodine and another element or radical.,inorganic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,iodide,False,False
24625,False,,False,False,False,The drug clioquinol.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,iodochlorhydroxyquin,False,False
24630,False,,False,False,False,"A drug, related to cyanopindolol, whose radiolabelled derivative has been widely used in mapping the distribution of beta adrenoreceptors in the body.",,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,iodocyanopindolol,False,False
